ESVs,species,identity_percentage,coverage,evalue,bitscore,source
ESV_2084,Trifarina_earlandi_&_Uvigerina_bifurcata,90.994,99,1.29E-122,435,Genbank
ESV_2085,Sorites_sp2_Spermonde,80.808,92,1.81E-61,231,Genbank
ESV_2086,Elphidium_Rik_9327_9337_9350_Spermonde,96.226,98,9.6E-149,521,Genbank
ESV_2087,Textularid_Rik_9397_consensus4_105,80.731,92,6.52E-61,230,Genbank
ESV_2088,Cyrea_szymborska_17247,95.161,96,9.74E-139,488,Genbank
ESV_2089,Heterostegina_depressa_sp1_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2090,Trifarina_earlandi_&_Uvigerina_bifurcata,96.904,100,2.64E-154,540,Genbank
ESV_2091,Heterostegina_depressa_sp2_Spermonde,96.904,100,2.65E-154,540,Genbank
ESV_2092,Cyrea_szymborska_17247,96.104,96,1.24E-142,501,Genbank
ESV_2093,Elphidium_Rik_9327_9337_9350_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_2095,Cyrea_szymborska_17247,97.039,94,2.07E-145,510,Genbank
ESV_2096,Encrusting_Rik_9441_consensus0_977,96.894,99,2.65E-154,540,Genbank
ESV_2097,Calcarina_sp._5164_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_2098,Neorotalia_calcar_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2100,Amphistegina_lessonii_5174,97.214,100,1.58E-156,547,Genbank
ESV_2102,Eggerelloides_scaber_12301,91.824,98,2.14E-125,444,Genbank
ESV_2103,Amphistegina_lessonii,96.904,100,7.37E-155,542,Genbank
ESV_2104,Miliolid_Rik_9400_9405_Israel,98.442,100,4.35E-162,566,Genbank
ESV_2105,Heterostegina_depressa_sp2_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_2106,Murrayinella_globosa_18043,96.594,100,3.43E-153,536,Genbank
ESV_2107,Rosalina_sp._17595,98.447,99,1.22E-162,568,Genbank
ESV_2108,Nummulites_venosus,97.214,100,1.58E-156,547,Genbank
ESV_2110,Textularid_Rik_9397_consensus3_750,78.467,84,1.11E-43,172,Genbank
ESV_2111,Amphistegina_lessonii_5174,97.833,99,2.63E-159,556,Genbank
ESV_2113,Textularid_Rik_9399_consensus0_1584,84.112,99,1.34E-82,302,Genbank
ESV_2114,Murrayinella_globosa_18043,93.808,100,3.5E-138,486,Genbank
ESV_2115,Amphistegina_lessonii,98.142,99,5.66E-161,562,Genbank
ESV_2116,Heterostegina_depressa_sp1_Spermonde,96.562,99,1.6E-151,531,Genbank
ESV_2117,Micrometula_sp._17554,89.524,98,4.7E-112,399,Genbank
ESV_2119,Haynesina_germanica_18209,97.523,100,3.41E-158,553,Genbank
ESV_2123,Planostegina_Rik_9444_consensus12_47,94.118,100,2.71E-139,490,Genbank
ESV_2125,Glabratella_sp._17918,90.536,98,3.6E-118,420,Genbank
ESV_2126,Amphistegina_radiata_Spermonde,95.679,100,3.45E-148,520,Genbank
ESV_2130,Amphistegina_lessonii_5174,97.231,100,1.58E-156,547,Genbank
ESV_2133,Cyrea_szymborska_17247,98.065,96,9.54E-154,538,Genbank
ESV_2134,Eggerelloides_scaber_12301,97.523,100,3.41E-158,553,Genbank
ESV_2135,Peneroplis_sp1_Spermonde,100,94,7.27E-160,558,Genbank
ESV_2136,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,100,94,2.02E-160,560,Genbank
ESV_2137,Textularid_Rik_9398_consensus128_73,91.722,94,1.29E-117,418,Genbank
ESV_2138,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_2139,Milliolids_Rik_9329_consensus0_52,100,100,1.55E-171,597,Genbank
ESV_2140,Cyrea_szymborska_17247,90,96,1.69E-111,398,Genbank
ESV_2141,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_2142,Amphistegina_radiata_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2143,Textularid_Rik_9399_consensus0_1584,79.814,99,1.06E-58,222,Genbank
ESV_2144,Encrusting_Rik_9441_consensus0_977,98.137,99,5.66E-161,562,Genbank
ESV_2145,Glabratella_sp._17918,98.142,100,1.57E-161,564,Genbank
ESV_2146,Amphistegina_lobifera,97.833,100,7.32E-160,558,Genbank
ESV_2148,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,87.037,100,1.71E-101,364,Genbank
ESV_2150,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,80.556,100,1.8E-66,248,Genbank
ESV_2151,Textularid_Rik_9399_consensus0_1584,77.538,98,5.15E-47,183,Genbank
ESV_2152,Murrayinella_globosa_18043,87.037,100,1.71E-101,364,Genbank
ESV_2154,Encrusting_Rik_9441_consensus0_977,96.894,99,2.65E-154,540,Genbank
ESV_2157,Cyrea_szymborska_17247,93.871,96,4.56E-132,466,Genbank
ESV_2158,Textularia_gramen_13633,82.707,82,6.43E-61,230,Genbank
ESV_2161,Trifarina_earlandi_&_Uvigerina_bifurcata,96.904,100,2.64E-154,540,Genbank
ESV_2162,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_2163,Amphistegina_lessonii_5174,98.452,100,3.38E-163,569,Genbank
ESV_2165,Rosalina_sp._17595,92.879,100,3.53E-133,470,Genbank
ESV_2166,Stainforthia_sp._17321,97.833,100,7.32E-160,558,Genbank
ESV_2167,Elphidium_Rik_9327_9337_9350_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2168,Operculina_ammonoides,96.594,100,3.43E-153,536,Genbank
ESV_2169,Cyrea_szymborska_17247,97.097,96,9.6E-149,521,Genbank
ESV_2170,Amphistegina_radiata_Spermonde,96,100,7.42E-150,525,Genbank
ESV_2171,Cyrea_szymborska_17247,81.413,82,2.36E-55,211,Genbank
ESV_2172,Neorotalia_calcar_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_2174,Discanomalina_coronata_18034,96.904,100,7.37E-155,542,Genbank
ESV_2175,Operculina_heterosteginoides,96.25,99,7.42E-150,525,Genbank
ESV_2178,Stainforthia_sp._17321,94.737,100,3.48E-143,503,Genbank
ESV_2181,Textularid_Rik_9399_consensus0_1584,93.417,99,9.78E-134,472,Genbank
ESV_2183,Peneroplis_sp1_Spermonde,99.007,94,7.32E-155,542,Genbank
ESV_2185,Amphistegina_radiata_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2186,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_2187,Elphidium_Rik_9327_9337_9350_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2188,Cyrea_szymborska_17247,97.097,96,9.6E-149,521,Genbank
ESV_2189,Rosalina_sp._17595,97.516,99,1.23E-157,551,Genbank
ESV_2190,Textularia_gramen_13633,94.855,96,1.26E-137,484,Genbank
ESV_2192,Elphidium_Rik_9327_9337_9350_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_2193,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,99.338,94,1.57E-156,547,Genbank
ESV_2195,Nummulites_venosus,96.594,100,3.43E-153,536,Genbank
ESV_2197,Amphistegina_radiata_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2198,Trifarina_earlandi_&_Uvigerina_bifurcata,93.168,99,2.73E-134,473,Genbank
ESV_2199,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,90.123,100,3.6E-118,420,Genbank
ESV_2201,Textularia_gramen_13633,81.699,93,6.47E-66,246,Genbank
ESV_2202,Amphistegina_papillosa_Spermonde_3741,97.516,99,1.23E-157,551,Genbank
ESV_2207,Calcarina_gaudichaudii,98.438,99,1.57E-161,564,Genbank
ESV_2209,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,89.506,100,7.8E-115,409,Genbank
ESV_2210,Stainforthia_sp._17321,97.833,100,7.32E-160,558,Genbank
ESV_2211,Stainforthia_sp._17321,96.285,100,1.6E-151,531,Genbank
ESV_2214,Rosalina_sp._17595,97.826,99,2.63E-159,556,Genbank
ESV_2216,Encrusting_Rik_9441_consensus0_977,97.17,98,9.54E-154,538,Genbank
ESV_2217,Calcarina_sp._5164_Spermonde,97.5,99,1.58E-156,547,Genbank
ESV_2218,Amphistegina_lobifera,95.666,100,3.45E-148,520,Genbank
ESV_2219,Lacogromia_cassipara_18990,88.854,100,1.69E-111,398,Genbank
ESV_2220,Elphidium_Rik_9327_9337_9350_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_2221,Textularid_Rik_9398_consensus128_73,89.408,100,1E-113,405,Genbank
ESV_2222,Calcarina_sp._5164_Spermonde,97.5,99,1.58E-156,547,Genbank
ESV_2223,Encrusting_Rik_9441_consensus0_977,96.904,99,2.65E-154,540,Genbank
ESV_2225,Glabratella_sp._17918,91.022,100,3.58E-123,436,Genbank
ESV_2227,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_2228,Borelis_schlumbergeri_3737_Spermonde,93.769,100,4.5E-137,483,Genbank
ESV_2229,Heterostegina_depressa_sp1_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_2230,Amphistegina_lobifera,95.046,99,2.69E-144,507,Genbank
ESV_2231,Amphistegina_radiata_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_2232,Encrusting_Rik_9441_consensus0_977,96.865,99,1.23E-152,534,Genbank
ESV_2233,Cyrea_szymborska_17247,93.226,96,3.54E-128,453,Genbank
ESV_2234,Lacogromia_cassipara_18990,85.449,100,3.73E-93,337,Genbank
ESV_2235,Rosalina_sp._17595,97.516,99,1.23E-157,551,Genbank
ESV_2236,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_2237,Cyrea_szymborska_17247,94.516,96,2.11E-135,477,Genbank
ESV_2239,Textularid_Rik_9399_consensus0_1584,90.712,100,1.67E-121,431,Genbank
ESV_2242,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_2244,Encrusting_Rik_9441_consensus0_977,96.904,100,7.37E-155,542,Genbank
ESV_2245,Miliolid_Rik_9365_consensus0_1988,96.262,100,2.05E-150,527,Genbank
ESV_2249,Eggerelloides_scaber_12301,94.427,100,1.62E-141,497,Genbank
ESV_2250,Lacogromia_cassipara_18990,83.025,100,8.2E-80,292,Genbank
ESV_2251,Alveolinella_quoyi_Spermonde,98.722,98,2.62E-159,556,Genbank
ESV_2252,Trifarina_earlandi_&_Uvigerina_bifurcata,97.523,100,1.22E-157,551,Genbank
ESV_2253,Cyrea_szymborska_17247,89.32,96,1.31E-107,385,Genbank
ESV_2254,Cribrostomoides_17496,78.302,96,1.11E-48,189,Genbank
ESV_2255,Parasorites_sp.,83.901,99,3.77E-83,303,Genbank
ESV_2257,Textularid_Rik_9399_consensus0_1584,77.846,98,1.11E-48,189,Genbank
ESV_2258,Entzia_macrescens_13533,86.495,96,3.69E-93,337,Genbank
ESV_2259,Encrusting_Rik_9441_consensus0_977,96.904,100,7.37E-155,542,Genbank
ESV_2260,Murrayinella_globosa_18043,88.199,99,4.73E-107,383,Genbank
ESV_2265,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_2267,Elphidium_Rik_9327_9337_9350_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2268,Elphidium_Rik_9327_9337_9350_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2270,Milliolid_red_Rik_9370_9371_9372_Israel,97.764,98,2.63E-154,540,Genbank
ESV_2271,Amphistegina_lobifera,94.737,100,3.48E-143,503,Genbank
ESV_2272,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_2273,Discanomalina_coronata_18034,94.969,98,4.5E-142,499,Genbank
ESV_2274,Glabratella_sp._17918,88.923,100,1.69E-111,398,Genbank
ESV_2275,Cibicidoides_lobatulus_17944,89.474,100,7.8E-115,409,Genbank
ESV_2277,Operculina_heterosteginoides,90.415,97,2.16E-115,411,Genbank
ESV_2278,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,98.344,94,1.59E-151,531,Genbank
ESV_2279,Elphidium_Rik_9327_9337_9350_Spermonde,95.356,100,1.61E-146,514,Genbank
ESV_2281,Glabratella_sp._17918,98.452,100,3.38E-163,569,Genbank
ESV_2283,Heterostegina_depressa_sp1_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_2286,Trifarina_earlandi_&_Uvigerina_bifurcata,97.531,100,3.41E-158,553,Genbank
ESV_2289,Textularid_Rik_9398_consensus128_73,90.728,94,1.3E-112,401,Genbank
ESV_2290,Cibicidoides_wuellerstorfi_19688,91.641,100,1.65E-126,448,Genbank
ESV_2291,Murrayinella_globosa_18043,95.046,100,7.48E-145,508,Genbank
ESV_2293,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_2297,Heterostegina_depressa_sp2_Spermonde,94.737,100,3.48E-143,503,Genbank
ESV_2298,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,85.89,99,2.89E-94,340,Genbank
ESV_2299,Nummulites_venosus,96.594,100,3.43E-153,536,Genbank
ESV_2305,Murrayinella_globosa_18043,92.284,100,7.64E-130,459,Genbank
ESV_2306,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,82.099,100,8.26E-75,276,Genbank
ESV_2307,Textularid_Rik_9398_consensus128_73,90.062,100,4.63E-117,416,Genbank
ESV_2308,Entzia_macrescens_13533,83.706,96,1.35E-77,285,Genbank
ESV_2311,Borelis_schlumbergeri_3737_Spermonde,96.53,98,2.67E-149,523,Genbank
ESV_2312,Planostegina_Rik_9444_consensus12_47,95.666,100,1.24E-147,518,Genbank
ESV_2313,Cyrea_szymborska_17247,94.426,94,4.55E-132,466,Genbank
ESV_2315,Neorotalia_calcar_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2316,Elphidium_Rik_9327_9337_9350_Spermonde,97.799,98,4.41E-157,549,Genbank
ESV_2317,Cyrea_szymborska_17247,97.068,96,1.23E-147,518,Genbank
ESV_2320,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,97.833,100,7.32E-160,558,Genbank
ESV_2321,Cyrea_szymborska_17247,92.763,94,9.95E-124,438,Genbank
ESV_2323,Trifarina_earlandi_&_Uvigerina_bifurcata,97.523,100,3.41E-158,553,Genbank
ESV_2324,Entzia_macrescens_13533,89.577,95,1.02E-108,388,Genbank
ESV_2326,Planorbulinella_sp._17893,98.452,99,1.22E-162,568,Genbank
ESV_2327,Borelis_schlumbergeri_3737_Spermonde,94.393,100,2.08E-140,494,Genbank
ESV_2328,Borelis_schlumbergeri_3737_Spermonde,96.262,100,2.05E-150,527,Genbank
ESV_2329,Encrusting_Rik_9441_consensus0_977,95.046,100,7.48E-145,508,Genbank
ESV_2331,Borelis_schlumbergeri_3737_Spermonde,95.327,100,2.07E-145,510,Genbank
ESV_2332,Amphistegina_lobifera,94.737,100,3.48E-143,503,Genbank
ESV_2333,Milliolid_red_Rik_9370_9371_9372_Israel,98.083,98,5.66E-156,545,Genbank
ESV_2335,Borelis_schlumbergeri_3737_Spermonde,95.327,100,2.07E-145,510,Genbank
ESV_2338,Amphistegina_lessonii,96.594,99,1.23E-152,534,Genbank
ESV_2340,Rosalina_sp._17595,97.799,98,4.41E-157,549,Genbank
ESV_2341,Operculina_heterosteginoides,95.312,99,7.48E-145,508,Genbank
ESV_2342,Haynesina_germanica_18209,94.118,100,7.53E-140,492,Genbank
ESV_2343,Discanomalina_coronata_18034,94.737,100,3.48E-143,503,Genbank
ESV_2344,Trifarina_earlandi_&_Uvigerina_bifurcata,96.855,98,4.44E-152,532,Genbank
ESV_2345,Lacogromia_cassipara_18990,85.802,99,2.89E-94,340,Genbank
ESV_2347,Amphistegina_lessonii_5174,97.214,100,1.58E-156,547,Genbank
ESV_2348,Cyrea_szymborska_17247,94.175,96,3.53E-133,470,Genbank
ESV_2349,Planorbulinella_sp._17893,96.904,100,7.37E-155,542,Genbank
ESV_2350,Cyrea_szymborska_17247,91.29,96,3.6E-118,420,Genbank
ESV_2351,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,95.356,100,1.61E-146,514,Genbank
ESV_2352,Textularid_Rik_9399_consensus0_1584,89.375,99,1.31E-112,401,Genbank
ESV_2353,Milliolids_Rik_9329_consensus0_52,87.385,100,3.68E-103,370,Genbank
ESV_2357,Textularid_Rik_9398_consensus128_73,96.573,100,4.41E-152,532,Genbank
ESV_2359,Heterostegina_depressa_sp1_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_2360,Amphistegina_lobifera,93.808,100,3.5E-138,486,Genbank
ESV_2361,Amphistegina_radiata_Spermonde,94.737,99,1.25E-142,501,Genbank
ESV_2364,Cyrea_szymborska_17247,93.464,95,3.53E-128,453,Genbank
ESV_2367,Elphidium_Rik_9327_9337_9350_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_2368,Amphisorus_Rik_9416_consensus0_1642,75.535,99,6.69E-36,147,Genbank
ESV_2375,Elphidium_Rik_9327_9337_9350_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_2376,Cyrea_szymborska_17247,83.544,96,6.3E-76,279,Genbank
ESV_2380,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_2381,Vertebralina_Rik_9325_consensus0_1751,98.442,100,4.35E-162,566,Genbank
ESV_2382,Heterostegina_depressa_sp2_Spermonde,96.594,100,1.23E-152,534,Genbank
ESV_2383,Heterostegina_depressa_sp1_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_2384,Discanomalina_coronata_18034,97.833,100,7.32E-160,558,Genbank
ESV_2386,Trifarina_earlandi_&_Uvigerina_bifurcata,97.833,100,2.62E-159,556,Genbank
ESV_2387,Textularid_Rik_9399_consensus0_1584,85.047,99,1.04E-88,322,Genbank
ESV_2388,Peneroplis_sp1_Spermonde,98.675,94,3.41E-153,536,Genbank
ESV_2389,Trifarina_earlandi_&_Uvigerina_bifurcata,93.354,98,1.27E-132,468,Genbank
ESV_2391,Eggerelloides_scaber_12301,93.189,100,7.58E-135,475,Genbank
ESV_2392,Stainforthia_sp._17321,96.904,100,7.37E-155,542,Genbank
ESV_2395,Eggerelloides_scaber_12301,97.214,100,1.58E-156,547,Genbank
ESV_2397,Milliolid_red_Rik_9370_9371_9372_Israel,97.778,98,2.04E-155,544,Genbank
ESV_2398,Amphistegina_radiata_Spermonde,97.214,99,5.7E-156,545,Genbank
ESV_2399,Rosalina_sp._17595,97.826,99,2.63E-159,556,Genbank
ESV_2402,Stainforthia_sp._17321,97.214,100,1.58E-156,547,Genbank
ESV_2403,Operculina_ammonoides,96.594,100,3.43E-153,536,Genbank
ESV_2404,Heterostegina_depressa_sp2_Spermonde,94.769,100,1.25E-142,501,Genbank
ESV_2405,Murrayinella_globosa_18043,87.267,99,4.76E-102,366,Genbank
ESV_2409,Eggerelloides_scaber_12301,95.963,99,9.6E-149,521,Genbank
ESV_2410,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,79.938,100,3.9E-63,237,Genbank
ESV_2411,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,91.95,100,3.55E-128,453,Genbank
ESV_2412,Cyrea_szymborska_17247,95.146,96,3.5E-138,486,Genbank
ESV_2413,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_2414,Cyrea_szymborska_17247,92.233,96,3.58E-123,436,Genbank
ESV_2415,Heterostegina_depressa_sp1_Spermonde,98.142,100,5.66E-161,562,Genbank
ESV_2416,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,95.666,100,3.45E-148,520,Genbank
ESV_2419,Eggerelloides_scaber_12301,99.071,100,1.56E-166,580,Genbank
ESV_2422,Trifarina_earlandi_&_Uvigerina_bifurcata,97.833,100,7.32E-160,558,Genbank
ESV_2424,Milliolid_red_Rik_9370_9371_9372_Israel,97.778,98,2.04E-155,544,Genbank
ESV_2426,Textularid_Rik_9398_consensus128_73,96.573,100,4.41E-152,532,Genbank
ESV_2427,Textularid_Rik_9399_consensus0_1584,88.75,99,2.83E-109,390,Genbank
ESV_2430,Heterostegina_depressa_sp1_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2431,Rosalina_sp._17595,96.584,99,1.23E-152,534,Genbank
ESV_2433,Pyrgo_Rik_9347_consensus0_1557,84.923,100,2.91E-89,324,Genbank
ESV_2434,Textularid_Rik_9399_consensus0_1584,93.417,99,2.73E-134,473,Genbank
ESV_2435,Milliolid_red_Rik_9370_9371_9372_Israel,93.519,100,5.86E-136,479,Genbank
ESV_2436,Rosalina_sp._17595,94.062,99,3.5E-138,486,Genbank
ESV_2438,Entzia_macrescens_13533,86.581,96,1.03E-93,339,Genbank
ESV_2440,Peneroplis_sp1_Spermonde,100,94,7.27E-160,558,Genbank
ESV_2441,Textularia_gramen_13633,94.534,96,5.86E-136,479,Genbank
ESV_2442,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,89.441,99,2.81E-114,407,Genbank
ESV_2443,Eggerelloides_scaber_12301,91.536,98,3.58E-123,436,Genbank
ESV_2444,Glabratella_sp._17918,98.762,100,7.27E-165,575,Genbank
ESV_2445,Calcarina_sp._5164_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2447,Glabratella_sp._17918,98.452,100,3.38E-163,569,Genbank
ESV_2448,Amphistegina_lobifera,97.833,100,7.32E-160,558,Genbank
ESV_2449,Milliolid_red_Rik_9370_9371_9372_Israel,97.819,100,9.41E-159,555,Genbank
ESV_2451,Planostegina_Rik_9444_consensus12_47,96.285,100,5.74E-151,529,Genbank
ESV_2452,Discanomalina_coronata_18034,94.654,98,2.09E-140,494,Genbank
ESV_2453,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2454,Cyrea_szymborska_17247,93.399,94,5.93E-126,446,Genbank
ESV_2456,Heterostegina_depressa_sp2_Spermonde,95.046,100,7.48E-145,508,Genbank
ESV_2457,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_2459,Operculina_sp_5195_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2460,Trifarina_earlandi_&_Uvigerina_bifurcata,87.926,100,1.7E-106,381,Genbank
ESV_2463,Peneroplis_sp1_Spermonde,100,94,7.27E-160,558,Genbank
ESV_2464,Cribrostomoides_17496,87.821,96,6.16E-101,363,Genbank
ESV_2465,Murrayinella_globosa_18043,94.34,98,9.74E-139,488,Genbank
ESV_2467,Operculina_heterosteginoides,96.25,99,7.42E-150,525,Genbank
ESV_2469,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_2470,Pyrgo_Rik_9347_consensus0_1557,84.709,100,1.35E-87,318,Genbank
ESV_2471,Amphistegina_lessonii_5174,97.214,100,1.58E-156,547,Genbank
ESV_2472,Psammina_limbata_18230,88.615,100,7.86E-110,392,Genbank
ESV_2475,Encrusting_Rik_9441_consensus0_977,97.833,99,2.63E-159,556,Genbank
ESV_2477,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,80.573,97,1.08E-63,239,Genbank
ESV_2478,Eggerelloides_scaber_12301,96.541,98,7.42E-150,525,Genbank
ESV_2479,Heterostegina_depressa_sp1_Spermonde,95.046,100,7.48E-145,508,Genbank
ESV_2481,Textularid_Rik_9399_consensus0_1584,86.916,99,1.31E-97,351,Genbank
ESV_2482,Trifarina_earlandi_&_Uvigerina_bifurcata,90.683,99,5.99E-121,429,Genbank
ESV_2484,Cyrea_szymborska_17247,94.516,96,2.11E-135,477,Genbank
ESV_2486,Cyrea_szymborska_17247,93.204,96,3.53E-128,453,Genbank
ESV_2489,Nummulites_venosus,98.142,100,5.66E-161,562,Genbank
ESV_2490,Encrusting_Rik_9441_consensus0_977,97.833,100,7.32E-160,558,Genbank
ESV_2491,Vertebralina_Rik_9325_consensus0_1751,96.885,100,9.47E-154,538,Genbank
ESV_2494,Lacogromia_cassipara_18990,75.305,99,6.75E-36,147,Genbank
ESV_2495,Cyrea_szymborska_17247,92.763,94,9.92E-124,438,Genbank
ESV_2496,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_2497,Murrayinella_globosa_18043,97.833,100,7.32E-160,558,Genbank
ESV_2500,Calcarina_sp._5164_Spermonde,95.666,100,3.45E-148,520,Genbank
ESV_2501,Heterostegina_depressa_sp2_Spermonde,94.769,100,3.48E-143,503,Genbank
ESV_2502,Cyrea_szymborska_17247,89.968,96,1.68E-111,398,Genbank
ESV_2503,Heterostegina_depressa_sp1_Spermonde,95.356,100,1.61E-146,514,Genbank
ESV_2505,Alveolinella_quoyi_Spermonde,97.799,98,1.58E-156,547,Genbank
ESV_2506,Textularid_Rik_9398_consensus128_73,92.466,91,4.63E-117,416,Genbank
ESV_2507,Amphistegina_lessonii,98.101,98,1.23E-157,551,Genbank
ESV_2508,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_2509,Peneroplis_sp1_Spermonde,97.792,99,1.57E-156,547,Genbank
ESV_2510,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,98.452,100,3.38E-163,569,Genbank
ESV_2512,Heterostegina_depressa_sp2_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_2513,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,97.214,100,1.58E-156,547,Genbank
ESV_2514,Nummulites_venosus,96.594,100,3.43E-153,536,Genbank
ESV_2516,Glabratella_sp._17918,97.833,100,7.32E-160,558,Genbank
ESV_2517,Oridorsalis_umbonatus_18653,90.823,98,2.79E-119,424,Genbank
ESV_2518,Pyrgo_Rik_9347_consensus0_1557,84.259,99,2.26E-85,311,Genbank
ESV_2519,Haynesina_germanica_18209,94.937,98,5.82E-141,496,Genbank
ESV_2520,Amphistegina_lobifera,94.737,100,3.48E-143,503,Genbank
ESV_2521,Trifarina_earlandi_&_Uvigerina_bifurcata,90.823,98,2.79E-119,424,Genbank
ESV_2522,Peneroplis_sp1_Spermonde,99.338,94,1.57E-156,547,Genbank
ESV_2523,Milliolid_red_Rik_9370_9371_9372_Israel,97.778,98,2.04E-155,544,Genbank
ESV_2524,Lacogromia_cassipara_18990,77.914,100,1.84E-51,198,Genbank
ESV_2526,Globocassidulina_biora_17225,84.259,100,1.75E-86,315,Genbank
ESV_2527,Murrayinella_globosa_18043,94.427,100,1.62E-141,497,Genbank
ESV_2528,Cyrea_szymborska_17247,93.248,96,3.54E-128,453,Genbank
ESV_2529,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,97.5,99,1.58E-156,547,Genbank
ESV_2530,Entzia_macrescens_13533,84.936,96,2.26E-85,311,Genbank
ESV_2531,Amphistegina_lobifera,97.833,100,7.32E-160,558,Genbank
ESV_2533,Calcarina_sp._5164_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2535,Haynesina_germanica_18209,94.118,100,7.53E-140,492,Genbank
